latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
50.08787,-123.04196,679.0,0,GMT,GMT

time,snowfall_sum (cm),precipitation_sum (mm),temperature_2m_mean (°F)
2000-04-06,4.97,7.10,34.8
2000-04-07,0.00,0.00,35.3
2000-04-08,0.00,0.00,42.9
2000-04-09,0.00,0.00,46.0
2000-04-10,0.00,0.00,42.8
2000-04-11,0.00,0.00,45.9
2000-04-12,0.00,0.00,47.5
2000-04-13,0.00,0.50,45.6
2000-04-14,6.37,19.30,38.5
2000-04-15,3.50,10.80,38.5
2000-04-16,0.00,0.00,39.7
2000-04-17,0.00,0.00,41.0
2000-04-18,0.00,0.00,44.6
2000-04-19,0.00,0.00,42.1
2000-04-20,0.21,0.00,42.0
2000-04-21,0.00,2.50,44.0
2000-04-22,7.91,25.80,39.7
2000-04-23,8.40,14.70,36.6
2000-04-24,1.33,2.10,35.1
2000-04-25,5.04,9.80,39.7
2000-04-26,1.82,5.10,38.9
2000-04-27,1.26,18.50,41.9
2000-04-28,11.13,22.60,37.5
2000-04-29,3.64,8.60,37.9
2000-04-30,6.51,17.90,38.8
2000-05-01,7.98,21.40,40.0
2000-05-02,0.28,2.00,43.3
2000-05-03,7.21,26.30,40.4
2000-05-04,4.97,13.20,38.7
2000-05-05,4.76,9.50,38.5
2000-05-06,1.54,3.80,38.1
2000-05-07,0.35,0.80,39.4
2000-05-08,0.00,0.00,43.1
2000-05-09,0.91,1.90,40.4
2000-05-10,2.59,7.70,40.0
2000-05-11,1.61,6.50,40.2
2000-05-12,1.75,5.10,41.0
2000-05-13,0.00,0.00,44.4
2000-05-14,0.00,0.00,50.8
2000-05-15,0.00,0.00,50.5
2000-05-16,0.00,0.00,50.9
2000-05-17,0.00,0.10,47.8
2000-05-18,0.00,0.10,44.7
2000-05-19,0.00,7.50,44.6
2000-05-20,0.00,1.90,45.3
2000-05-21,0.35,31.90,40.5
2000-05-22,0.00,4.10,44.0
2000-05-23,0.00,0.00,44.2
2000-05-24,0.00,0.00,45.5
2000-05-25,0.00,0.00,44.5
2000-05-26,0.28,5.20,44.1
2000-05-27,3.92,33.50,40.8
2000-05-28,3.08,21.00,40.8
2000-05-29,0.00,2.10,44.6
2000-05-30,0.00,2.30,45.8
2000-05-31,0.00,4.60,46.7
2000-06-01,0.00,2.30,44.6
2000-06-02,0.00,8.10,45.6
2000-06-03,0.00,0.00,51.8
2000-06-04,0.00,0.00,57.0
2000-06-05,0.00,4.40,52.5
2000-06-06,0.00,11.80,44.9
2000-06-07,0.00,10.30,45.6
2000-06-08,0.00,1.70,48.2
2000-06-09,0.00,4.10,46.4
2000-06-10,0.98,10.40,44.0
2000-06-11,0.35,4.90,42.3
2000-06-12,5.46,45.00,40.4
2000-06-13,0.00,2.50,44.8
2000-06-14,0.00,17.80,44.3
2000-06-15,0.00,0.00,48.8
2000-06-16,0.00,0.00,55.2
2000-06-17,0.00,0.00,58.1
2000-06-18,0.00,6.70,55.6
2000-06-19,0.00,0.10,50.8
2000-06-20,0.00,0.00,50.9
2000-06-21,0.00,0.00,55.4
2000-06-22,0.00,0.00,53.8
2000-06-23,0.00,0.00,53.1
2000-06-24,0.00,2.30,53.2
2000-06-25,0.00,0.00,63.3
2000-06-26,0.00,0.00,67.8
2000-06-27,0.00,0.00,71.0
2000-06-28,0.00,0.00,69.1
2000-06-29,0.00,0.00,63.8
2000-06-30,0.00,2.70,55.6
2000-07-01,0.00,18.00,50.1
2000-07-02,0.00,7.60,45.4
2000-07-03,0.00,1.50,48.5
2000-07-04,0.00,4.20,50.0
2000-07-05,0.00,3.10,51.2
2000-07-06,0.00,0.30,52.5
2000-07-07,0.00,0.40,56.7
2000-07-08,0.00,7.10,57.8
2000-07-09,0.00,6.80,54.9
2000-07-10,0.00,1.60,54.5
2000-07-11,0.00,1.20,56.1
2000-07-12,0.00,0.00,56.6
2000-07-13,0.00,6.40,56.4
2000-07-14,0.00,8.30,49.8
2000-07-15,0.00,2.00,52.8
2000-07-16,0.00,0.00,63.2
2000-07-17,0.00,0.00,65.6
2000-07-18,0.00,0.00,63.7
2000-07-19,0.00,0.00,63.0
2000-07-20,0.00,0.00,66.1
2000-07-21,0.00,0.00,69.2
2000-07-22,0.00,1.00,69.8
2000-07-23,0.00,7.80,57.3
2000-07-24,0.00,0.00,61.0
2000-07-25,0.00,6.00,62.4
2000-07-26,0.00,2.90,56.3
2000-07-27,0.00,29.50,52.3
2000-07-28,0.00,43.60,55.6
2000-07-29,0.00,0.30,59.4
2000-07-30,0.00,0.00,67.3
2000-07-31,0.00,0.90,70.4
2000-08-01,0.00,1.10,61.9
2000-08-02,0.00,0.00,63.5
2000-08-03,0.00,0.50,64.4
2000-08-04,0.00,0.00,70.0
2000-08-05,0.00,0.00,69.9
2000-08-06,0.00,0.20,67.2
2000-08-07,0.00,0.40,64.9
2000-08-08,0.00,0.00,64.5
2000-08-09,0.00,0.00,65.0
2000-08-10,0.00,0.00,63.2
2000-08-11,0.00,4.20,58.2
2000-08-12,0.00,0.20,55.9
2000-08-13,0.00,0.00,58.0
2000-08-14,0.00,0.00,57.8
2000-08-15,0.00,0.70,58.0
2000-08-16,0.00,0.00,57.2
2000-08-17,0.00,0.00,58.9
2000-08-18,0.00,11.60,54.6
2000-08-19,0.00,24.30,49.0
2000-08-20,0.00,3.30,50.5
2000-08-21,0.00,0.20,53.7
2000-08-22,0.00,0.00,59.4
2000-08-23,0.00,0.00,65.9
2000-08-24,0.00,0.00,67.7
2000-08-25,0.00,4.50,59.4
2000-08-26,0.00,7.90,53.4
2000-08-27,0.00,0.90,53.1
2000-08-28,0.00,0.30,54.3
2000-08-29,0.00,5.40,54.2
2000-08-30,0.00,0.00,54.4
2000-08-31,0.00,10.60,54.4
2000-09-01,0.00,6.30,47.4
2000-09-02,0.00,4.10,48.7
2000-09-03,0.00,2.70,50.6
2000-09-04,0.00,2.80,52.1
2000-09-05,0.00,1.30,50.8
2000-09-06,0.00,2.10,53.9
2000-09-07,0.00,5.50,52.0
2000-09-08,0.07,29.40,47.5
2000-09-09,0.07,16.40,45.0
2000-09-10,0.00,13.70,48.6
2000-09-11,0.00,0.00,51.1
2000-09-12,0.00,0.00,55.0
2000-09-13,0.00,0.00,56.0
2000-09-14,0.00,0.20,63.7
2000-09-15,0.00,0.50,65.3
2000-09-16,0.00,0.40,59.9
2000-09-17,0.00,0.40,57.4
2000-09-18,0.00,5.50,56.8
2000-09-19,0.00,0.10,57.6
2000-09-20,0.00,0.00,58.3
2000-09-21,0.00,0.00,52.3
2000-09-22,0.00,0.00,47.4
2000-09-23,0.00,0.00,50.9
2000-09-24,0.00,0.00,54.0
2000-09-25,0.00,0.00,57.8
2000-09-26,0.00,0.00,59.2
2000-09-27,0.00,0.00,58.2
2000-09-28,0.00,0.00,56.0
2000-09-29,0.00,20.20,50.7
2000-09-30,0.00,21.20,52.9
2000-10-01,0.00,0.00,47.2
2000-10-02,0.00,0.20,45.9
2000-10-03,0.00,0.00,44.9
2000-10-04,0.00,0.00,46.8
2000-10-05,0.00,0.00,46.2
2000-10-06,0.00,0.00,48.0
2000-10-07,0.00,0.00,53.0
2000-10-08,0.00,6.60,52.6
2000-10-09,0.00,8.40,48.9
2000-10-10,0.00,10.90,48.2
2000-10-11,0.00,0.00,47.9
2000-10-12,0.00,0.00,48.4
2000-10-13,0.00,0.10,46.7
2000-10-14,0.00,6.40,46.5
2000-10-15,0.00,0.00,40.7
2000-10-16,4.48,18.60,40.6
2000-10-17,0.63,32.90,40.7
2000-10-18,2.59,45.40,41.4
2000-10-19,0.77,5.30,38.9
2000-10-20,4.62,59.90,38.6
2000-10-21,0.00,0.00,37.5
2000-10-22,0.49,0.90,36.8
2000-10-23,0.00,0.30,39.9
2000-10-24,0.00,0.00,42.2
2000-10-25,0.00,0.00,44.0
2000-10-26,0.00,0.00,41.2
2000-10-27,1.19,8.40,42.8
2000-10-28,14.49,46.60,39.3
2000-10-29,2.80,10.40,39.8
2000-10-30,0.00,0.10,37.0
2000-10-31,2.45,8.00,38.8
2000-11-01,0.00,0.00,35.2
2000-11-02,0.00,0.00,37.3
2000-11-03,0.00,0.20,38.4
2000-11-04,5.46,34.30,39.9
2000-11-05,0.21,0.30,36.6
2000-11-06,0.28,1.10,35.8
2000-11-07,0.00,0.00,34.8
2000-11-08,2.17,6.60,35.6
2000-11-09,0.07,0.40,31.5
2000-11-10,0.00,0.00,22.8
2000-11-11,0.00,0.00,15.3
2000-11-12,0.14,0.00,21.4
2000-11-13,2.03,3.00,28.3
2000-11-14,0.00,0.00,24.3
2000-11-15,0.00,0.00,19.5
2000-11-16,0.00,0.00,16.5
2000-11-17,0.00,0.00,18.5
2000-11-18,0.00,0.00,24.6
2000-11-19,0.00,0.00,26.4
2000-11-20,0.00,0.00,31.2
2000-11-21,0.00,0.00,36.5
2000-11-22,0.00,0.00,28.9
2000-11-23,9.10,17.00,32.1
2000-11-24,1.89,4.50,35.6
2000-11-25,17.57,31.20,35.5
2000-11-26,20.02,33.70,33.9
2000-11-27,3.29,6.50,32.7
2000-11-28,0.00,0.00,28.1
2000-11-29,8.54,12.60,25.9
2000-11-30,8.82,19.10,32.3
2000-12-01,5.18,14.40,35.4
2000-12-02,15.68,34.30,36.0
2000-12-03,0.00,0.00,33.8
2000-12-04,0.00,0.00,31.4
2000-12-05,0.00,0.00,31.4
2000-12-06,0.00,0.00,30.1
2000-12-07,0.00,0.00,24.7
2000-12-08,0.00,0.00,24.4
2000-12-09,2.03,2.90,24.0
2000-12-10,0.63,0.70,19.6
2000-12-11,0.00,0.00,8.3
2000-12-12,0.00,0.00,10.2
2000-12-13,0.00,0.00,8.2
2000-12-14,5.60,7.90,11.4
2000-12-15,7.42,10.50,14.1
2000-12-16,37.87,57.80,13.7
2000-12-17,6.93,11.70,27.0
2000-12-18,0.14,0.00,25.5
2000-12-19,1.68,2.30,26.7
2000-12-20,0.21,0.10,15.6
2000-12-21,2.94,4.00,18.8
2000-12-22,3.36,7.10,26.3
2000-12-23,1.89,7.30,30.7
2000-12-24,4.06,9.10,35.2
2000-12-25,8.05,14.90,33.8
2000-12-26,5.60,18.10,38.0
2000-12-27,4.55,11.40,37.2
2000-12-28,0.00,0.00,31.7
2000-12-29,0.00,0.00,33.8
2000-12-30,0.00,0.60,36.0
2000-12-31,1.05,5.30,37.7
2001-01-01,1.05,3.30,37.5
2001-01-02,2.31,5.70,37.7
2001-01-03,4.48,9.30,40.3
2001-01-04,2.45,5.70,35.8
2001-01-05,21.98,63.20,36.8
2001-01-06,0.28,0.20,31.7
2001-01-07,0.00,0.00,26.8
2001-01-08,6.44,13.60,32.9
2001-01-09,2.03,3.90,32.8
2001-01-10,11.76,18.20,34.0
2001-01-11,0.28,0.00,33.3
2001-01-12,0.00,0.00,29.9
2001-01-13,0.56,0.60,27.9
2001-01-14,0.00,0.00,28.7
2001-01-15,0.00,0.00,22.6
2001-01-16,0.00,0.00,20.8
2001-01-17,0.49,0.50,23.6
2001-01-18,3.29,7.30,25.7
2001-01-19,4.20,10.30,32.3
2001-01-20,4.13,6.40,32.0
2001-01-21,8.40,14.00,34.8
2001-01-22,0.00,0.00,33.4
2001-01-23,0.00,0.00,27.6
2001-01-24,0.00,0.00,30.2
2001-01-25,1.33,2.10,32.5
2001-01-26,0.00,0.00,30.2
2001-01-27,0.00,0.00,25.3
2001-01-28,1.12,1.40,28.5
2001-01-29,17.64,25.10,31.5
2001-01-30,12.88,18.80,30.4
2001-01-31,2.66,7.10,35.0
2001-02-01,0.49,1.20,34.2
2001-02-02,29.47,43.60,33.6
2001-02-03,8.33,12.30,31.6
2001-02-04,7.98,13.60,31.7
2001-02-05,6.93,13.40,32.3
2001-02-06,2.94,4.20,27.6
2001-02-07,0.00,0.00,17.8
2001-02-08,4.90,6.90,19.3
2001-02-09,0.63,0.70,25.0
2001-02-10,2.59,3.30,28.8
2001-02-11,0.07,0.00,28.3
2001-02-12,0.00,0.00,25.3
2001-02-13,0.00,0.00,25.5
2001-02-14,0.00,0.00,29.3
2001-02-15,0.35,0.40,22.0
2001-02-16,2.17,3.00,12.8
2001-02-17,0.35,0.40,18.8
2001-02-18,5.60,7.80,28.9
2001-02-19,0.00,0.00,28.8
2001-02-20,0.00,0.00,28.0
2001-02-21,0.00,0.00,31.2
2001-02-22,0.00,0.00,32.6
2001-02-23,0.07,0.10,30.9
2001-02-24,1.05,1.60,31.1
2001-02-25,0.00,0.00,28.9
2001-02-26,0.00,0.00,27.7
2001-02-27,0.00,0.00,29.9
2001-02-28,0.70,0.60,31.9
2001-03-01,6.58,9.20,30.8
2001-03-02,17.22,24.90,30.2
2001-03-03,1.47,1.70,29.7
2001-03-04,0.00,0.00,29.9
2001-03-05,1.26,1.20,33.5
2001-03-06,0.00,0.00,36.7
2001-03-07,0.00,0.00,39.9
2001-03-08,0.70,5.40,42.7
2001-03-09,1.26,3.00,36.4
2001-03-10,0.00,0.00,36.7
2001-03-11,0.28,0.30,34.1
2001-03-12,0.21,0.70,34.7
2001-03-13,12.74,27.50,37.1
2001-03-14,0.07,0.10,35.0
2001-03-15,6.16,9.00,35.2
2001-03-16,3.01,4.60,34.7
2001-03-17,6.02,8.90,34.6
2001-03-18,14.07,41.90,37.2
2001-03-19,16.94,34.00,33.9
2001-03-20,9.66,15.90,34.6
2001-03-21,0.07,0.10,33.1
2001-03-22,0.00,0.00,34.3
2001-03-23,0.00,0.00,36.3
2001-03-24,0.00,0.30,42.8
2001-03-25,4.41,28.30,42.7
2001-03-26,8.61,15.50,36.2
2001-03-27,6.65,9.30,33.4
2001-03-28,4.69,6.20,34.5
2001-03-29,5.60,8.00,33.2
2001-03-30,2.17,3.20,34.4
2001-03-31,9.03,15.80,36.7
2001-04-01,1.54,2.50,34.5
2001-04-02,0.77,0.80,34.6
2001-04-03,0.00,0.00,36.2
2001-04-04,0.00,0.00,40.1
2001-04-05,9.17,13.30,36.5
2001-04-06,10.01,15.20,34.5
2001-04-07,1.19,1.70,34.4
2001-04-08,0.56,0.70,34.6
2001-04-09,0.14,0.70,37.5
2001-04-10,0.21,1.20,36.4
2001-04-11,0.00,0.00,35.8
2001-04-12,0.56,0.70,37.6
2001-04-13,1.96,2.40,35.2
2001-04-14,0.07,0.00,35.0
2001-04-15,0.00,0.00,39.9
2001-04-16,0.21,0.60,44.7
2001-04-17,6.23,20.60,42.9
2001-04-18,9.17,20.30,38.7
2001-04-19,0.21,1.30,38.9
2001-04-20,0.00,0.00,41.4
2001-04-21,0.00,0.50,44.3
2001-04-22,1.82,3.90,40.5
2001-04-23,6.02,16.00,38.6
2001-04-24,0.49,13.80,41.2
2001-04-25,0.00,3.90,43.7
2001-04-26,0.00,0.00,47.7
2001-04-27,0.00,2.80,46.2
2001-04-28,3.50,11.50,40.5
2001-04-29,15.47,28.10,37.1
2001-04-30,12.32,27.70,37.4
2001-05-01,6.02,13.40,37.4
2001-05-02,0.21,1.10,39.2
2001-05-03,0.77,2.40,39.8
2001-05-04,3.01,8.60,39.2
2001-05-05,7.49,17.60,37.0
2001-05-06,0.00,0.00,39.5
2001-05-07,0.00,0.00,43.5
2001-05-08,0.00,0.10,42.9
2001-05-09,0.00,0.00,42.0
2001-05-10,0.00,0.00,42.1
2001-05-11,0.00,0.30,45.2
2001-05-12,0.00,0.00,48.9
2001-05-13,0.00,3.20,46.1
2001-05-14,6.79,27.50,41.2
2001-05-15,2.94,12.10,40.3
2001-05-16,6.58,20.30,40.6
2001-05-17,0.35,1.60,39.7
2001-05-18,0.91,2.90,41.1
2001-05-19,1.75,5.60,41.7
2001-05-20,0.00,0.00,43.1
2001-05-21,0.00,0.00,45.7
2001-05-22,0.00,0.00,52.9
2001-05-23,0.00,0.00,55.7
2001-05-24,0.00,0.00,55.2
2001-05-25,0.00,0.00,51.0
2001-05-26,0.00,0.00,51.2
2001-05-27,0.00,0.00,51.5
2001-05-28,5.46,20.90,43.6
2001-05-29,2.10,7.40,39.5
2001-05-30,1.40,5.10,40.9
2001-05-31,0.00,0.00,46.8
2001-06-01,0.00,11.90,48.6
2001-06-02,1.75,7.80,40.4
2001-06-03,0.00,1.00,43.3
2001-06-04,0.00,0.10,45.7
2001-06-05,0.00,0.90,45.8
2001-06-06,0.00,4.80,44.8
2001-06-07,0.00,0.50,45.0
2001-06-08,0.00,3.70,48.2
2001-06-09,0.49,20.20,47.5
2001-06-10,2.59,12.90,41.0
2001-06-11,1.96,11.70,40.8
2001-06-12,0.77,3.60,43.1
2001-06-13,0.00,0.00,47.9
2001-06-14,0.00,3.60,47.9
2001-06-15,0.00,2.30,46.8
2001-06-16,0.00,3.50,46.9
2001-06-17,0.00,1.80,45.9
2001-06-18,0.00,1.60,49.9
2001-06-19,0.00,0.00,55.8
2001-06-20,0.00,0.00,59.9
2001-06-21,0.00,0.10,57.3
2001-06-22,0.00,3.60,55.3
2001-06-23,0.00,2.50,50.1
2001-06-24,0.00,7.10,47.3
2001-06-25,0.00,8.70,47.3
2001-06-26,0.00,0.00,53.4
2001-06-27,0.00,20.00,55.8
2001-06-28,0.00,21.20,52.2
2001-06-29,0.00,0.00,52.9
2001-06-30,0.00,0.00,56.7
2001-07-01,0.00,0.00,55.7
2001-07-02,0.00,0.00,57.3
2001-07-03,0.00,0.00,65.8
2001-07-04,0.00,0.00,67.2
2001-07-05,0.00,2.60,58.8
2001-07-06,0.00,0.00,56.5
2001-07-07,0.00,0.00,55.0
2001-07-08,0.00,0.00,59.0
2001-07-09,0.00,0.00,65.2
2001-07-10,0.00,0.00,67.3
2001-07-11,0.00,0.00,64.9
2001-07-12,0.00,0.00,64.9
2001-07-13,0.00,0.00,64.6
2001-07-14,0.00,1.60,59.5
2001-07-15,0.00,14.20,53.6
2001-07-16,0.00,12.10,51.1
2001-07-17,0.00,6.20,51.6
2001-07-18,0.00,4.00,51.8
2001-07-19,0.00,3.20,54.6
2001-07-20,0.00,0.40,58.4
2001-07-21,0.00,5.60,60.9
2001-07-22,0.00,0.70,60.3
2001-07-23,0.00,0.20,62.3
2001-07-24,0.00,0.00,63.0
2001-07-25,0.00,0.00,63.3
2001-07-26,0.00,0.00,64.3
2001-07-27,0.00,2.40,60.1
2001-07-28,0.00,25.30,54.2
2001-07-29,0.00,2.70,53.9
2001-07-30,0.00,0.80,56.8
2001-07-31,0.00,0.70,56.4
2001-08-01,0.00,0.60,55.2
2001-08-02,0.00,24.40,54.8
2001-08-03,0.00,37.00,55.0
2001-08-04,0.00,12.50,53.3
2001-08-05,0.00,5.60,54.1
2001-08-06,0.00,15.80,56.3
2001-08-07,0.00,0.00,59.3
2001-08-08,0.00,0.00,62.9
2001-08-09,0.00,0.00,67.5
2001-08-10,0.00,0.00,70.9
2001-08-11,0.00,0.00,71.0
2001-08-12,0.00,0.00,70.4
2001-08-13,0.00,0.00,71.6
2001-08-14,0.00,0.00,71.5
2001-08-15,0.00,0.00,73.7
2001-08-16,0.00,0.10,70.7
2001-08-17,0.00,0.00,64.4
2001-08-18,0.00,3.60,58.6
2001-08-19,0.00,2.50,54.8
2001-08-20,0.00,1.40,54.8
2001-08-21,0.00,30.30,52.4
2001-08-22,0.00,56.00,54.4
2001-08-23,0.07,23.20,51.2
2001-08-24,0.00,20.90,51.3
2001-08-25,0.00,0.10,53.8
2001-08-26,0.00,0.00,61.2
2001-08-27,0.00,0.00,62.2
2001-08-28,0.00,1.70,60.9
2001-08-29,0.00,0.00,62.3
2001-08-30,0.00,0.00,64.3
2001-08-31,0.00,7.40,60.0
2001-09-01,0.00,29.00,53.9
2001-09-02,0.00,0.00,53.2
2001-09-03,0.00,13.20,53.6
2001-09-04,0.00,0.60,54.5
2001-09-05,0.00,0.90,53.5
2001-09-06,0.00,0.10,51.9
2001-09-07,0.00,0.00,53.3
2001-09-08,0.00,0.00,57.2
2001-09-09,0.00,0.00,57.6
2001-09-10,0.00,0.00,57.0
2001-09-11,0.00,0.00,56.6
2001-09-12,0.00,0.00,61.8
2001-09-13,0.00,0.00,63.6
2001-09-14,0.00,0.00,67.0
2001-09-15,0.00,0.00,64.5
2001-09-16,0.00,0.00,63.8
2001-09-17,0.00,0.00,60.7
2001-09-18,0.00,3.10,54.4
2001-09-19,0.00,2.50,50.8
2001-09-20,0.00,2.70,50.8
2001-09-21,0.00,11.10,50.0
2001-09-22,0.00,0.00,54.9
2001-09-23,0.00,0.00,61.8
2001-09-24,0.00,0.00,63.3
2001-09-25,0.00,0.10,59.9
2001-09-26,0.00,29.50,54.0
2001-09-27,0.00,2.00,44.4
2001-09-28,0.42,5.60,46.2
2001-09-29,0.00,7.00,45.9
2001-09-30,0.00,2.00,50.0
2001-10-01,0.00,0.00,54.4
2001-10-02,0.00,0.00,54.1
2001-10-03,0.00,0.00,52.7
2001-10-04,0.00,0.00,50.3
2001-10-05,0.00,0.00,48.7
2001-10-06,0.07,0.80,49.8
2001-10-07,0.14,2.80,45.2
2001-10-08,1.89,11.20,41.6
2001-10-09,0.00,0.50,41.8
2001-10-10,11.20,26.70,39.3
2001-10-11,3.01,7.30,37.9
2001-10-12,12.32,29.20,37.6
2001-10-13,1.12,4.00,38.9
2001-10-14,2.66,9.00,38.5
2001-10-15,0.00,0.00,34.9
2001-10-16,1.61,15.70,41.5
2001-10-17,0.28,1.60,37.3
2001-10-18,2.59,11.10,37.4
2001-10-19,0.77,9.70,39.9
2001-10-20,0.00,0.00,38.0
2001-10-21,6.65,15.40,36.9
2001-10-22,10.78,29.90,37.4
2001-10-23,9.38,22.80,37.6
2001-10-24,7.14,13.90,35.5
2001-10-25,0.14,0.30,35.2
2001-10-26,12.74,47.10,37.5
2001-10-27,3.01,7.40,36.6
2001-10-28,0.14,0.30,33.3
2001-10-29,0.00,0.00,34.1
2001-10-30,1.61,5.60,33.3
2001-10-31,12.11,39.70,37.4
2001-11-01,2.94,10.20,38.3
2001-11-02,3.64,14.50,38.7
2001-11-03,0.14,0.40,37.1
2001-11-04,6.79,24.80,39.5
2001-11-05,3.64,7.00,35.1
2001-11-06,4.41,7.50,33.3
2001-11-07,0.98,2.50,34.3
2001-11-08,0.07,0.00,37.6
2001-11-09,0.77,1.10,40.6
2001-11-10,0.00,0.00,38.1
2001-11-11,0.00,0.40,42.9
2001-11-12,0.63,29.10,41.5
2001-11-13,2.80,29.00,39.9
2001-11-14,9.31,39.50,38.7
2001-11-15,3.36,64.10,39.6
2001-11-16,4.41,13.60,38.0
2001-11-17,0.00,0.00,33.6
2001-11-18,0.00,0.00,27.4
2001-11-19,4.06,28.80,30.8
2001-11-20,6.23,46.00,39.1
2001-11-21,14.63,41.10,37.9
2001-11-22,1.05,2.20,37.0
2001-11-23,1.19,1.50,36.9
2001-11-24,0.00,0.00,33.4
2001-11-25,0.70,1.00,32.5
2001-11-26,3.57,5.40,31.5
2001-11-27,2.73,4.20,29.9
2001-11-28,16.87,24.00,26.9
2001-11-29,14.07,20.20,28.7
2001-11-30,9.73,13.70,25.6
2001-12-01,32.90,48.00,29.5
2001-12-02,15.05,23.60,32.9
2001-12-03,0.35,0.00,23.8
2001-12-04,7.42,10.40,25.4
2001-12-05,2.94,4.20,23.2
2001-12-06,14.21,20.30,26.4
2001-12-07,1.40,2.20,29.8
2001-12-08,26.32,40.90,32.2
2001-12-09,2.73,4.60,31.7
2001-12-10,9.45,13.50,29.3
2001-12-11,1.96,2.60,29.9
2001-12-12,5.74,8.10,26.0
2001-12-13,24.71,40.50,31.2
2001-12-14,14.70,23.80,32.2
2001-12-15,14.14,20.10,27.9
2001-12-16,36.26,76.40,32.1
2001-12-17,18.97,40.20,31.2
2001-12-18,26.39,37.70,28.8
2001-12-19,9.80,13.70,28.3
2001-12-20,0.00,0.00,17.8
2001-12-21,0.00,0.00,13.4
2001-12-22,0.00,0.00,17.4
2001-12-23,0.00,0.00,20.8
2001-12-24,0.00,0.00,20.2
2001-12-25,0.00,0.00,20.1
2001-12-26,0.00,0.00,17.4
2001-12-27,0.00,0.00,22.7
2001-12-28,2.10,5.00,32.6
2001-12-29,0.00,0.00,31.1
2001-12-30,0.00,0.00,29.5
2001-12-31,2.17,3.20,27.5
2002-01-01,1.96,5.10,28.5
2002-01-02,8.12,42.00,35.9
2002-01-03,15.26,34.40,36.8
2002-01-04,1.68,4.40,36.4
2002-01-05,1.54,3.60,36.4
2002-01-06,8.75,25.20,37.9
2002-01-07,8.12,87.90,38.7
2002-01-08,7.56,33.10,38.4
2002-01-09,0.00,0.00,37.6
2002-01-10,0.63,1.40,36.4
2002-01-11,0.91,2.20,36.4
2002-01-12,7.42,14.20,37.6
2002-01-13,0.21,0.00,32.4
2002-01-14,0.49,0.10,31.1
2002-01-15,0.00,0.00,25.8
2002-01-16,0.98,1.20,22.9
2002-01-17,0.00,0.00,20.6
2002-01-18,1.96,2.70,18.1
2002-01-19,3.85,4.80,25.2
2002-01-20,15.61,22.40,27.9
2002-01-21,12.04,17.20,27.1
2002-01-22,3.50,4.70,24.8
2002-01-23,6.37,8.90,24.3
2002-01-24,22.40,37.80,29.1
2002-01-25,11.06,17.20,29.9
2002-01-26,7.49,10.70,25.0
2002-01-27,2.94,3.90,20.2
2002-01-28,0.00,0.00,12.8
2002-01-29,0.00,0.00,14.2
2002-01-30,2.66,3.00,17.8
2002-01-31,8.12,11.60,26.9
2002-02-01,9.24,13.40,29.4
2002-02-02,6.58,9.30,31.7
2002-02-03,15.05,22.70,33.2
2002-02-04,0.35,0.60,31.9
2002-02-05,7.56,10.80,34.0
2002-02-06,17.08,24.90,33.3
2002-02-07,17.01,24.80,32.8
2002-02-08,2.73,3.70,32.5
2002-02-09,0.07,0.00,32.3
2002-02-10,6.58,9.40,35.6
2002-02-11,5.18,7.20,28.9
2002-02-12,0.00,0.00,25.3
2002-02-13,0.00,0.00,28.4
2002-02-14,0.00,0.00,25.1
2002-02-15,0.00,0.00,31.6
2002-02-16,1.82,2.60,34.1
2002-02-17,2.80,4.80,33.9
2002-02-18,2.59,5.00,35.6
2002-02-19,24.85,39.90,35.3
2002-02-20,2.10,2.50,33.1
2002-02-21,17.85,34.20,32.5
2002-02-22,13.16,44.70,37.1
2002-02-23,1.47,2.90,30.6
2002-02-24,0.00,0.00,20.3
2002-02-25,0.00,0.00,17.2
2002-02-26,0.00,0.00,24.7
2002-02-27,0.28,0.20,26.5
2002-02-28,0.00,0.00,25.3
2002-03-01,0.00,0.00,26.8
2002-03-02,0.00,0.00,28.7
2002-03-03,0.00,0.00,30.7
2002-03-04,0.98,1.80,33.2
2002-03-05,5.81,8.70,29.1
2002-03-06,0.14,0.00,13.9
2002-03-07,0.49,0.00,10.9
2002-03-08,1.40,0.50,14.0
2002-03-09,0.63,0.00,18.0
2002-03-10,20.65,29.40,26.3
2002-03-11,30.45,51.20,32.6
2002-03-12,21.00,30.60,32.1
2002-03-13,18.06,26.20,31.9
2002-03-14,1.12,1.20,33.0
2002-03-15,6.23,8.90,31.2
2002-03-16,6.16,8.60,25.3
2002-03-17,0.00,0.00,14.7
2002-03-18,5.67,8.10,19.4
2002-03-19,7.77,11.10,20.4
2002-03-20,1.54,2.10,16.2
2002-03-21,2.31,3.20,19.0
2002-03-22,0.00,0.00,34.4
2002-03-23,0.00,0.00,41.2
2002-03-24,0.00,0.00,40.8
2002-03-25,0.00,0.00,40.0
2002-03-26,6.30,10.20,37.8
2002-03-27,3.99,5.30,32.5
2002-03-28,7.42,10.30,35.0
2002-03-29,1.54,2.60,35.3
2002-03-30,1.40,2.70,37.0
2002-03-31,2.03,4.40,37.5
2002-04-01,0.63,1.80,38.6
2002-04-02,0.00,0.00,36.3
2002-04-03,0.00,0.00,38.2
2002-04-04,0.00,0.00,40.8
2002-04-05,0.00,0.90,44.4
2002-04-06,5.04,15.40,39.2
